0	313.072727
1	317.745455
2	247.654545
3	219.618182
4	327.090909
5	406.527273
6	429.890909
7	448.581818
8	313.072727
9	168.218182
10	355.127273
11	556.054545
12	443.909091
13	355.127273
14	336.436364
15	355.127273
16	350.454545
17	383.163636
18	429.890909
19	518.672727
20	383.163636
21	331.763636
22	378.490909
23	439.236364
24	429.890909
25	467.272727
26	528.018182
27	602.781818
28	668.200000
29	728.945455
30	719.600000
31	738.290909
32	635.490909
33	570.072727
34	640.163636
35	728.945455
36	799.036364
37	873.800000
38	794.363636
39	733.618182
40	785.018182
41	831.745455
42	1079.400000
43	1336.400000
44	1219.581818
45	1079.400000
46	1144.818182
47	1228.927273
48	1317.709091
49	1429.854545
50	1509.290909
51	1635.454545
52	1565.363636
53	1518.636364
54	1929.836364
55	2341.036364
56	2714.854545
57	3079.327273
58	3826.963636
59	4551.236364
60	6766.109091
61	9023.036364
62	14700.400000
63	20424.490909
64	35461.327273
65	50470.127273
66	57895.090909
67	65301.363636
68	65418.181818
69	65535.000000
70	65535.000000
71	65535.000000
72	65535.000000
73	65535.000000
74	65535.000000
75	65535.000000
76	50773.854545
77	35895.890909
78	22844.963636
79	9756.654545
80	8233.345455
81	6696.018182
82	4878.327273
83	3098.018182
84	2873.727273
85	2621.400000
86	2359.727273
87	2093.381818
88	1901.800000
89	1714.890909
90	1630.781818
91	1570.036364
92	1499.945455
93	1415.836364
94	1327.054545
95	1238.272727
96	1158.836364
97	1093.418182
98	948.563636
99	799.036364
100	878.472727
101	962.581818
102	742.963636
103	560.727273
104	612.127273
105	682.218182
106	705.581818
107	799.036364
108	733.618182
109	677.545455
110	705.581818
111	700.909091
112	616.800000
113	556.054545
114	570.072727
115	621.472727
116	546.709091
117	490.636364
118	420.545455
119	387.836364
120	364.472727
121	341.109091
122	383.163636
123	420.545455
124	467.272727
125	523.345455
126	612.127273
127	672.872727
128	457.927273
129	294.381818
130	345.781818
131	439.236364
132	383.163636
133	355.127273
134	401.854545
135	485.963636
136	378.490909
137	303.727273
138	350.454545
139	443.909091
140	392.509091
141	341.109091
142	271.018182
143	224.290909
144	285.036364
145	387.836364
146	415.872727
147	495.309091
148	448.581818
149	411.200000
150	341.109091
151	280.363636
152	200.927273
153	163.545455
154	271.018182
155	369.145455
156	327.090909
157	308.400000
158	303.727273
159	327.090909
160	257.000000
161	168.218182
162	224.290909
163	289.709091
164	317.745455
165	331.763636
166	317.745455
167	313.072727
168	299.054545
169	322.418182
170	429.890909
171	560.727273
172	401.854545
173	299.054545
174	266.345455
175	266.345455
176	261.672727
177	303.727273
178	308.400000
179	359.800000
180	299.054545
181	266.345455
182	266.345455
183	275.690909
184	224.290909
185	191.581818
186	266.345455
187	341.109091
188	271.018182
189	242.981818
190	252.327273
191	285.036364
192	317.745455
193	359.800000
194	285.036364
195	219.618182
196	168.218182
197	158.872727
198	182.236364
199	210.272727
